n, k, Satisfiable, Time taken (seconds), Timeout happened
150, 120, True, 0.2126, False
150, 119, True, 0.2098, False
150, 118, True, 0.2160, False
150, 117, True, 0.2139, False
150, 116, True, 0.2067, False
150, 115, True, 0.2200, False
150, 114, True, 0.2054, False
150, 113, True, 0.2036, False
150, 112, True, 0.1983, False
150, 111, True, 0.2088, False
150, 110, True, 0.1896, False
150, 109, True, 0.1943, False
150, 108, True, 0.1873, False
150, 107, True, 0.1840, False
150, 106, True, 0.1879, False
150, 105, True, 0.1805, False
150, 104, True, 0.1821, False
150, 103, True, 0.1689, False
150, 102, True, 0.1670, False
150, 101, True, 0.1731, False
150, 100, True, 0.1709, False
150, 99, True, 0.1593, False
150, 98, True, 0.1678, False
150, 97, True, 0.1605, False
150, 96, True, 0.1698, False
150, 95, True, 0.1598, False
150, 94, True, 0.1579, False
150, 93, True, 0.1492, False
150, 92, True, 0.1526, False
150, 91, True, 0.1410, False
150, 90, True, 0.1486, False
150, 89, True, 0.1435, False
150, 88, True, 0.1452, False
150, 87, True, 0.1441, False
150, 86, True, 0.1443, False
150, 85, True, 0.1352, False
150, 84, True, 0.1419, False
150, 83, True, 0.1612, False
150, 82, True, 0.1293, False
150, 81, True, 0.1294, False
150, 80, True, 0.1264, False
150, 79, True, 0.1267, False
150, 78, True, 0.1190, False
150, 77, True, 0.1271, False
150, 76, True, 0.1319, False
150, 75, True, 0.1140, False
150, 74, True, 0.1137, False
150, 73, True, 0.1114, False
150, 72, True, 0.1093, False
150, 71, True, 0.1084, False
150, 70, True, 0.1104, False
150, 69, True, 0.1104, False
150, 68, True, 0.1058, False
150, 67, True, 0.1010, False
150, 66, True, 0.1006, False
150, 65, True, 0.1008, False
150, 64, True, 0.0951, False
150, 63, True, 0.1042, False
150, 62, True, 0.0925, False
150, 61, True, 0.1152, False
150, 60, True, 0.0958, False
150, 59, True, 0.0955, False
150, 58, True, 0.0834, False
150, 57, True, 0.0949, False
150, 56, True, 0.0813, False
150, 55, True, 0.0815, False
150, 54, True, 0.0809, False
150, 53, True, 0.0827, False
150, 52, True, 0.0732, False
150, 51, True, 0.0747, False
150, 50, True, 0.0715, False
150, 49, True, 0.0720, False
150, 48, True, 0.0899, False
150, 47, True, 0.0709, False
150, 46, True, 0.0640, False
150, 45, True, 0.0775, False
150, 44, True, 0.0746, False
150, 43, True, 0.0663, False
150, 42, True, 0.0627, False
150, 41, True, 0.0620, False
150, 40, True, 0.0626, False
150, 39, True, 0.0574, False
150, 38, True, 0.0581, False
150, 37, True, 0.0587, False
150, 36, True, 0.0548, False
150, 35, True, 0.0591, False
150, 34, True, 0.0595, False
150, 33, True, 0.0543, False
150, 32, True, 0.0583, False
150, 31, None, 120.0354, True
